LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,SalePrice
14230,8,5,2007,2007,1600,2,0,3,1,7,1,3,890,256300
7200,5,7,1951,2000,900,1,0,3,1,5,0,2,576,134800
11478,8,5,2007,2008,1704,2,0,3,1,7,1,3,772,306000
16321,5,6,1957,1997,1600,1,0,2,1,6,2,1,319,207500
6324,4,6,1927,1950,520,1,0,1,1,4,0,1,240,68500
8500,4,4,1920,1950,1317,1,0,3,1,6,0,1,250,40000
8544,5,6,1966,2006,1228,1,1,3,1,6,0,1,271,149350
11049,8,5,2007,2007,1234,2,0,3,1,7,0,2,484,179900
10552,5,5,1959,1959,1700,1,1,4,1,6,1,2,447,165500
7313,9,5,2005,2005,1561,2,0,2,1,6,1,2,556,277500
13418,8,5,2004,2005,2452,3,1,4,1,9,1,3,691,309000
10859,5,5,1994,1995,1097,1,1,3,1,6,0,2,672,145000
8532,5,6,1954,1990,1297,1,0,3,1,5,1,2,498,153000
7922,5,7,1953,2007,1057,1,0,3,1,5,0,1,246,109000
6040,4,5,1955,1955,1152,2,0,2,2,6,0,0,0,82000
8658,6,5,1965,1965,1324,2,0,3,1,6,1,2,440,160000
16905,5,6,1959,1959,1328,1,1,2,1,5,2,1,308,170000
9180,5,7,1983,1983,884,1,0,2,1,5,0,2,504,144000
9200,5,6,1975,1980,938,1,0,3,1,5,0,1,308,130250
7945,5,6,1959,1959,1150,1,0,3,1,6,0,1,300,141000
7658,9,5,2005,2005,1752,2,0,2,1,6,1,2,576,319900
12822,7,5,2003,2003,2149,1,1,1,1,6,1,2,670,239686
11096,8,5,2006,2006,1656,2,0,3,1,7,0,3,826,249700
4456,4,5,1920,2008,1452,2,0,2,3,8,0,0,0,113000
7742,5,7,1966,1966,955,1,0,3,1,6,0,1,386,127000
13869,6,6,1997,1997,1470,2,0,3,1,6,0,2,388,177000
6240,6,6,1934,1950,1176,1,0,3,1,6,1,2,528,114500
8472,5,5,1963,1963,816,1,0,2,1,5,0,2,516,110000
50271,9,5,1981,1987,1842,0,1,0,1,5,1,3,894,385000
7134,5,5,1955,1955,1360,1,0,3,1,6,1,2,572,130000
10175,6,5,1964,1964,1425,2,0,3,1,7,1,2,576,180500
2645,8,5,1999,2000,1739,2,1,3,1,7,0,2,480,172500
11645,7,5,2004,2004,1720,2,1,3,1,7,0,2,565,196500
13682,10,5,2006,2006,2945,3,1,3,1,10,1,3,641,438780
7200,5,7,1972,1972,780,1,0,2,1,4,0,1,352,124900
13072,6,5,2004,2004,1158,1,1,3,1,5,0,2,576,158000
7200,5,7,1920,1996,1111,1,0,3,1,6,0,1,288,101000
6442,8,5,2006,2006,1370,2,0,2,1,6,1,2,484,202500
10300,7,6,1921,1950,1710,2,0,3,1,9,0,2,480,140000
9375,7,5,1997,1998,2034,2,1,3,1,8,0,2,645,219500
9591,8,5,2004,2005,2473,2,1,4,1,9,1,3,852,317000
19900,7,5,1970,1989,2207,2,0,3,1,7,1,2,576,180000
10665,7,5,2003,2003,1479,2,0,3,1,7,0,2,558,226000
4608,4,6,1945,1950,747,1,0,2,1,4,0,1,220,80000
15593,7,4,1953,1953,2287,2,0,3,1,7,1,2,667,225000
13651,7,6,1973,1973,2223,2,0,3,1,8,2,2,516,244000
7599,4,6,1982,2006,845,1,0,2,1,4,0,2,360,129500
10141,7,5,1998,1998,1718,2,1,3,1,7,1,2,427,185000
10200,5,7,1954,2003,1086,1,0,3,1,6,0,2,490,144900
5790,3,6,1915,1950,1605,2,0,3,2,8,0,1,379,107400
1596,4,5,1973,1973,988,1,0,2,1,5,0,1,297,91000
8475,4,7,1956,1956,952,1,0,2,1,4,0,1,283,135750
8635,5,5,1948,2001,1285,1,0,2,1,6,0,1,240,127000
10778,4,5,1968,1968,1768,2,0,4,2,8,0,0,0,136500
10440,5,6,1910,1981,1230,1,1,2,1,5,0,2,440,110000
13000,6,6,1968,1968,2142,2,1,4,1,8,1,1,509,193500
4500,6,5,1998,1998,1337,2,0,2,1,5,0,2,405,153500
10206,8,5,2007,2007,1563,2,0,3,1,6,1,3,758,245000
8892,5,5,1960,1960,1065,1,1,3,1,6,0,2,461,126500
8530,7,5,1995,1996,1474,2,1,3,1,7,1,2,400,168500
16059,8,5,1991,1992,2417,2,1,4,1,9,1,2,462,260000
11911,6,5,2005,2005,1560,2,1,3,1,6,1,2,400,174000
3951,6,5,2009,2009,1224,2,1,2,1,4,0,2,528,164500
8470,3,2,1915,1982,1526,1,0,2,1,6,0,0,0,85000
8070,4,5,1994,1995,990,1,0,3,1,5,0,0,0,123600
7200,4,5,1950,1950,1040,1,0,2,1,4,0,2,420,109900
8500,5,3,1961,1961,1235,1,0,2,1,6,0,2,480,98600
13360,5,7,1921,2006,964,1,0,2,1,5,0,2,432,163500
7200,6,6,1910,1998,2291,2,0,4,2,9,1,2,506,133900
9337,6,5,1997,1997,1786,2,1,3,1,7,0,2,684,204750
9765,6,8,1993,1993,1470,2,1,3,1,6,1,2,420,185000
10264,7,5,1999,1999,1588,2,0,3,1,6,0,2,472,214000
10921,4,5,1965,1965,960,1,0,3,1,6,0,1,432,94750
10625,5,5,1920,1950,835,1,0,2,1,5,0,1,366,83000
9320,4,5,1959,1959,1225,1,1,3,1,6,0,0,0,128950
10603,6,7,1977,2001,1610,2,0,3,1,6,2,2,480,205000
9206,6,5,1985,1985,1732,2,1,3,1,7,1,2,476,178000
7018,5,5,1979,1979,1535,2,0,4,2,8,0,2,410,118964
10402,7,5,2009,2009,1226,2,0,3,1,6,0,3,740,198900
7758,7,4,1931,1950,1818,1,1,4,1,7,2,1,240,169500
9375,8,5,2003,2004,1992,2,1,3,1,9,1,2,648,250000
10800,4,7,1885,1995,1047,1,0,2,1,6,0,1,273,100000
6000,5,5,1948,1950,789,1,0,2,1,5,0,1,250,115000
8500,5,7,1919,2005,1517,2,0,3,1,7,0,0,0,115000
11751,6,6,1977,1977,1844,2,0,3,1,7,1,2,546,190000
9525,6,4,1954,1972,1855,2,0,4,1,7,0,1,325,136900
7750,7,5,2000,2000,1430,2,1,3,1,7,1,2,400,180000
9965,7,5,2007,2007,2696,2,1,4,1,10,1,3,792,383970
21000,6,5,1953,1953,2259,2,0,3,1,7,2,2,450,217000
7259,6,8,1945,2002,2320,2,1,3,1,9,1,1,180,259500
3230,6,5,1999,1999,1458,2,1,2,1,5,1,2,440,176000
11616,5,5,1962,1962,1092,1,0,3,1,6,1,1,288,139000
8536,5,5,2006,2007,1125,1,1,2,1,5,0,2,430,155000
12376,7,5,1990,1990,3222,3,0,5,1,11,2,3,594,320000
8461,6,5,2005,2006,1456,2,1,3,1,8,1,2,390,163990
21453,6,5,1969,1969,988,1,0,1,1,4,2,2,540,180000
6060,4,5,1939,1950,1123,1,0,3,1,4,0,1,264,100000
9464,6,7,1958,1958,1080,1,0,3,1,5,0,1,288,136000
7892,6,5,1993,1993,1199,2,0,2,1,5,0,2,530,153900
17043,6,5,1979,1998,1586,2,0,3,1,7,1,2,435,181000
6780,6,8,1935,1982,754,1,0,2,1,5,0,0,0,84500
4928,6,5,1976,1976,958,2,0,2,1,5,1,2,440,128000
4388,5,7,1930,1950,840,1,0,3,1,5,1,0,0,87000
7590,6,5,1966,1966,1348,1,1,3,1,6,1,2,453,155000
8973,5,7,1958,1991,1053,1,1,3,1,6,0,2,750,150000
14200,7,6,1966,1966,2157,2,1,4,1,8,2,2,487,226000
12224,6,5,2000,2000,2054,2,1,3,1,7,1,2,390,244000
7388,5,6,1959,2002,1327,1,0,3,1,7,0,2,624,150750
6853,8,5,2001,2002,1296,2,0,2,1,6,0,2,471,220000
10335,5,6,1968,1993,1721,2,1,3,1,7,1,2,440,180000
10400,7,6,1970,1970,1682,2,0,3,1,7,1,2,530,174000
10355,5,5,1967,1967,1214,2,0,3,1,5,1,1,318,143000
11070,7,5,1988,1989,1959,3,0,5,2,9,0,3,766,171000
9066,8,5,1999,2000,1852,2,1,3,1,7,2,3,660,230000
15426,6,5,1997,1997,1764,2,1,3,1,7,0,2,470,231500
10500,4,5,1971,1971,864,1,0,3,1,5,1,0,0,115000
11645,7,5,2005,2005,1734,2,0,3,1,7,0,2,660,260000
8520,5,4,1952,1952,1385,2,0,4,1,6,0,2,720,166000
10335,7,5,1999,1999,1501,2,0,3,1,6,0,2,577,204000
9100,5,5,1963,1963,1728,2,0,6,2,10,0,2,504,125000
2522,6,5,2004,2006,1709,2,0,3,1,7,0,2,380,130000
6120,5,7,1931,1993,875,1,0,2,1,5,0,1,180,105000
9505,7,5,2001,2001,2035,2,1,3,1,8,1,2,434,222500
7500,7,5,2004,2005,1080,1,0,3,1,6,0,0,0,141000
6240,5,4,1936,1950,1344,1,0,3,1,7,0,1,240,115000
10356,5,6,1975,1975,969,1,1,3,1,5,0,2,440,122000
13891,8,5,2007,2008,1710,2,0,2,1,6,1,3,866,372402
14803,6,5,1971,1971,1993,2,1,4,1,8,1,2,495,190000
13500,6,7,1960,1975,1252,1,0,1,1,4,1,2,564,235000
11340,6,5,1923,1950,1200,1,0,4,1,7,0,1,312,125000
9600,6,5,1924,1950,1096,1,0,2,1,5,0,0,0,79000
7200,5,7,1950,1950,1040,1,0,2,1,5,0,2,625,109500
12003,8,5,2009,2010,1968,2,1,4,1,8,1,3,680,269500
12552,7,5,2004,2005,1947,2,1,3,1,8,1,2,678,254900
19378,7,5,2005,2006,2462,2,1,4,1,9,1,2,576,320000
11120,6,6,1984,1984,1232,2,0,3,1,6,0,2,516,162500
13688,9,5,2003,2004,2668,2,1,3,1,10,2,3,726,412500
12182,7,5,2005,2005,1541,2,0,3,1,7,1,2,532,220000
5500,4,6,1956,1956,882,1,0,1,1,4,0,0,0,103200
5400,6,7,1926,2004,1616,2,0,3,1,5,0,1,216,152000
10106,5,7,1940,1999,1355,2,0,4,2,6,0,0,0,127500
10708,5,5,1955,1993,1867,1,0,2,1,7,3,1,303,190000
10562,8,5,2007,2007,2161,1,1,3,1,8,1,3,789,325624
8244,7,5,2004,2004,1720,2,1,3,1,7,1,2,440,183500
16669,8,6,1981,1981,1707,2,1,2,1,6,1,2,511,228000
12358,5,6,1941,1950,1382,1,1,2,1,7,0,2,660,128500
31770,6,5,1960,1960,1656,1,0,3,1,7,2,2,528,215000
5306,7,7,1987,1987,1767,2,0,2,1,5,1,2,504,239000
10197,6,5,1961,1961,1362,1,1,3,1,6,1,2,504,163000
12416,6,5,1986,1986,1651,2,0,3,1,7,1,2,616,184000
12615,6,7,1950,2001,2158,2,0,4,1,7,1,2,576,243000
10029,6,5,1988,1989,2060,2,1,4,1,8,1,2,521,211000
13650,5,5,1958,1958,1920,2,0,4,1,8,1,2,451,172500
17423,9,5,2008,2009,2234,2,0,1,1,9,1,3,1166,501837
8520,5,6,1923,2006,968,1,0,2,1,5,0,2,480,100000
2117,6,5,2000,2000,1525,2,1,3,1,5,1,2,440,177000
7588,7,6,1920,1950,1802,1,1,4,1,9,1,1,216,200100
9060,5,6,1957,2006,1340,1,0,3,1,7,1,1,252,120000
11426,7,5,2003,2003,2082,2,1,3,1,6,0,2,484,200000
7438,5,8,1908,1991,1252,1,0,3,1,5,0,2,576,127000
22950,10,9,1892,1993,3608,2,1,4,1,12,2,3,840,475000
9947,7,5,1990,1991,1217,2,0,3,1,6,0,2,497,173000
10410,5,7,1916,1987,1656,2,1,3,1,8,0,1,180,135000
7018,5,5,1979,1979,1224,0,2,2,2,6,2,2,528,153337
4923,8,5,2001,2002,1593,1,1,0,1,5,1,2,682,286000
10570,8,8,1932,1994,2727,2,1,3,1,10,2,2,440,315000
7472,7,9,1972,2004,1479,1,1,4,1,7,0,2,484,184000
9017,7,5,1999,1999,1431,2,0,3,1,6,0,2,666,192000
2522,7,5,2004,2004,1709,2,0,3,1,7,0,2,380,130000
7180,5,7,1972,1972,864,1,0,3,1,5,0,1,352,127000
2280,6,6,1976,1976,1456,2,1,3,1,7,1,2,440,148500
9416,7,5,2007,2007,1726,2,0,3,1,8,1,3,786,311872
25419,8,4,1918,1990,3112,2,0,4,1,8,1,2,795,235000
5520,6,6,1912,1950,2229,1,0,5,1,8,0,0,0,104000
9591,8,5,2004,2005,1713,2,0,3,1,7,1,3,856,274900
8546,4,5,2003,2004,1121,2,0,2,1,5,0,2,440,140000
10125,6,6,1977,1977,1279,2,0,3,1,6,2,2,473,171500
7000,6,6,1924,1950,1310,2,0,2,1,6,0,1,398,112000
4438,6,5,2004,2004,848,1,0,1,1,3,1,2,420,149000
3500,5,7,1947,1950,1284,1,1,2,1,5,0,1,240,110000
11851,7,5,1990,1990,1442,2,0,3,1,5,0,2,500,180500
13673,5,5,1962,1962,1696,1,1,3,1,8,1,1,349,143900
12493,4,5,1960,1960,1100,1,0,3,1,6,1,1,312,141000
14364,7,5,1988,1989,2062,2,1,3,1,7,1,2,454,277000
8250,6,7,1964,1964,1092,1,0,3,1,6,0,2,504,145000
5604,5,6,1925,1950,864,1,0,2,1,5,0,0,0,98000
10420,6,5,2009,2009,1212,2,0,3,1,6,0,2,460,186000
8640,7,5,2009,2009,1852,2,1,3,1,7,1,2,644,252678
13568,5,5,1995,1995,990,1,0,3,1,5,0,2,576,156000
10900,6,7,1977,1977,1392,1,1,3,1,6,0,1,299,161750
10011,5,6,1957,1996,1236,1,0,2,1,6,1,1,447,134450
8450,7,5,2004,2004,1436,2,0,3,1,8,0,2,484,210000
9906,4,4,1925,1950,1328,1,0,3,1,8,0,1,210,107000
15660,7,9,1939,2006,1954,1,1,3,1,8,2,2,431,311500
3010,7,5,2005,2006,1248,2,0,2,1,5,0,2,438,167240
8990,7,5,2006,2006,1498,2,0,2,1,5,0,2,675,204900
8068,6,5,2002,2002,2267,2,1,4,1,8,1,2,390,200000
11475,6,6,1975,1975,1552,2,1,3,1,6,1,2,434,179900
10500,4,6,1971,1971,864,1,0,2,1,4,0,2,576,97000
13472,10,5,2003,2003,2392,2,0,3,1,8,1,3,968,386250
1680,5,5,1971,1971,1302,2,1,3,1,6,0,1,280,112000
9950,7,5,1995,1995,2520,2,1,4,1,9,1,3,721,290000
1869,6,6,1970,1970,987,1,1,2,1,5,0,1,280,106000
8521,5,5,1967,1967,912,1,0,3,1,5,1,1,336,125000
3182,7,5,2005,2006,1555,2,0,2,1,7,1,2,430,192500
8760,6,6,1959,1959,1194,1,0,3,1,6,0,1,312,148000
15138,8,5,1995,1996,2794,2,1,4,1,9,1,3,810,403000
1680,6,5,1972,1972,987,1,1,2,1,5,1,1,288,94500
10650,5,6,1976,1976,894,1,0,3,1,5,0,1,308,128200
7851,6,5,2002,2002,1960,2,1,4,1,8,2,2,440,216500
1680,6,3,1971,1971,987,1,1,2,1,5,0,1,264,89500
8773,7,5,2004,2004,1414,2,0,3,1,6,0,2,494,185500
9453,7,7,1993,2003,1744,2,1,3,1,7,0,2,457,194500
12030,8,5,2007,2007,1694,2,0,3,1,7,0,3,818,318000
8741,6,4,1945,1950,1487,1,1,3,1,7,1,1,220,113000
9000,8,5,2008,2008,1566,2,0,3,1,7,0,2,750,262500
3880,5,9,1945,1997,866,1,0,2,1,4,0,0,0,110500
5000,5,4,1900,1950,1440,1,0,3,1,6,0,1,352,79000
10762,6,6,1980,1980,1217,1,1,3,1,6,1,1,288,120000
8880,7,5,1994,2002,2110,2,1,3,1,8,2,2,463,205000
10400,7,5,1988,1988,1872,2,0,3,1,6,1,2,604,241500
9142,6,8,1910,1950,1928,2,0,4,2,9,0,1,440,137000
11310,6,5,1954,1954,1375,1,0,2,1,5,1,2,451,140000
11317,7,5,2003,2003,1668,2,1,3,1,8,0,2,500,180000
159000,6,7,1958,2006,2144,2,0,4,1,7,2,2,389,277000
5350,3,2,1940,1966,1306,1,0,3,1,6,0,0,0,76500
4750,8,5,2006,2007,1625,2,0,2,1,5,1,2,538,235000
8366,6,5,2004,2004,1640,2,1,3,1,6,0,2,520,173000
9350,6,7,1964,1991,1302,2,0,3,1,7,0,1,309,158000
8400,5,6,1957,1957,1314,1,0,3,1,5,0,1,294,145000
8738,7,5,1999,1999,2291,2,1,4,1,8,1,2,429,230000
8791,6,5,2003,2003,1728,2,1,3,1,7,0,2,673,207500
8814,7,5,2006,2006,1604,2,1,3,1,8,1,2,660,220000
12435,7,5,2001,2001,1792,2,1,3,1,7,1,2,564,231500
12702,5,5,1956,1956,882,1,0,2,1,4,0,1,308,97000
19296,6,5,1962,1962,1382,1,0,3,1,6,1,2,884,176000
9588,8,5,2007,2007,2574,2,1,3,1,10,1,3,868,276000
8471,6,7,1977,1995,1212,1,0,3,1,6,1,2,492,151000
5500,5,7,1929,2001,1316,1,0,3,1,6,0,2,484,130000
5232,5,5,1925,2004,764,1,0,2,1,4,0,2,504,73000
12090,6,6,1981,1981,1422,2,0,3,1,7,1,2,576,175500
11207,6,5,1997,1997,1511,2,1,3,1,8,1,2,413,185000
8400,5,8,1939,1997,2192,2,1,4,1,8,1,1,240,179500
6900,5,6,1940,1955,778,1,0,2,1,4,1,1,924,120500
7917,6,7,1976,1976,1113,1,1,3,1,6,1,1,504,148000
10728,8,5,2006,2006,1939,2,1,3,1,8,1,3,1053,266000
39104,7,7,1954,2005,1363,1,0,2,1,5,2,2,439,241500
11764,8,7,1999,2007,2270,2,1,4,1,9,1,3,671,290000
9600,6,6,1958,1988,1632,2,0,3,1,6,1,1,338,139000
8314,5,7,1982,1982,816,1,0,2,1,5,0,1,264,124500
7264,7,7,1925,2007,1548,2,1,3,1,5,0,2,672,205000
9196,7,5,2003,2003,1560,2,0,3,1,7,0,2,573,201000
19138,4,5,1951,1951,864,1,0,2,1,4,0,2,400,141000
14450,9,5,2006,2007,2121,2,1,3,1,8,1,3,732,415298
10005,7,5,1977,1977,2022,2,1,4,1,8,1,2,505,192000
11287,7,6,1989,1989,1982,2,1,3,1,7,1,2,575,228500
7200,6,5,2006,2006,1262,2,0,2,1,5,0,2,572,185000
5063,7,5,2007,2008,1314,2,0,2,1,6,1,2,626,207500
9612,8,5,2008,2009,1468,2,0,3,1,6,1,3,898,244600
8012,6,5,1992,1992,1575,2,0,2,1,5,0,2,529,179200
4251,7,5,2006,2007,1250,2,1,2,1,5,0,2,528,164700
9786,6,7,1962,1981,1734,1,1,3,1,7,1,2,440,159000
8125,4,4,1971,1971,858,1,0,3,1,5,0,0,0,88000
9819,5,5,1967,1967,900,1,0,3,1,5,0,1,280,122000
8730,6,7,1915,2003,1396,1,0,3,1,7,0,1,384,153575
15611,8,5,2006,2006,1919,2,1,3,1,8,1,2,685,233230
5687,5,6,1912,2000,1716,2,0,6,1,9,0,0,0,135900
11409,5,4,1949,2008,1716,1,1,3,1,8,1,1,281,131000
16659,7,7,1977,1994,2263,2,1,3,1,9,1,2,539,235000
9600,6,5,1953,1953,1644,1,0,3,1,7,2,2,418,167000
7937,6,6,1984,1984,1003,1,0,3,1,6,0,2,588,142500
13710,5,5,1950,1950,1558,1,1,4,1,6,0,1,282,152000
7399,7,5,1997,1998,1950,2,1,3,1,7,1,2,576,239000
11700,6,6,1968,1968,1743,1,2,3,1,7,1,2,539,175000
14000,6,8,1950,2004,1152,1,0,3,1,6,1,1,300,158500
15750,5,5,1953,1953,1336,1,0,2,1,5,2,1,375,157000
16226,8,5,1998,1999,2452,2,1,4,1,9,1,2,683,267000
13704,7,5,2001,2002,1541,2,0,3,1,6,1,3,843,205000
9800,5,7,1972,1972,894,1,0,3,1,5,0,2,552,149900
18386,7,9,1880,2002,3493,3,0,3,1,10,1,3,870,295000
10386,8,5,2004,2005,2000,2,0,3,1,8,0,3,888,305900
13474,7,5,1990,1991,2243,2,1,4,1,8,1,3,746,225000
7920,6,7,1920,1950,1406,1,0,3,1,6,0,0,0,89500
12342,4,5,1940,1950,861,1,0,1,1,4,0,2,539,82500
12378,9,5,2003,2004,1944,2,0,3,1,8,3,3,708,360000
7685,6,5,1993,1994,1501,2,1,3,1,6,1,2,420,165600
8000,6,6,1948,2002,972,1,0,2,1,5,1,1,240,132000
7800,5,7,1939,1950,1118,1,0,3,1,5,1,2,410,119900
215245,7,5,1965,1965,2036,2,0,3,1,8,2,2,513,375000
9600,7,7,1925,1990,1641,1,1,3,1,6,1,2,546,178000
7795,7,5,2004,2005,1432,2,1,3,1,6,1,2,432,188500
13005,7,7,1980,1980,2353,2,1,4,1,10,1,2,484,260000
9000,8,5,2006,2006,1959,2,1,3,1,8,1,3,1025,270000
9900,7,5,1993,1993,2646,2,1,4,1,9,1,3,656,260000
14115,7,5,1980,1980,1472,2,0,3,1,6,2,2,588,187500
16259,9,5,2006,2006,2596,3,1,4,1,9,0,3,840,342643
12099,8,5,2004,2004,2468,2,1,4,1,10,1,3,872,354000
10380,7,5,1986,1987,2730,2,1,4,1,8,1,2,576,301000
5820,3,8,1955,2005,1163,1,0,3,1,6,0,1,220,126175
11275,7,7,1967,2007,2978,2,1,5,1,11,1,2,564,242000
5000,5,6,1941,1950,803,1,0,2,1,5,0,2,360,87000
10846,8,5,1993,1993,1719,1,1,1,1,6,2,2,473,324000
11600,6,5,1960,1960,1383,1,1,3,1,7,0,1,292,145250
11888,6,6,1916,1994,2134,2,0,5,1,10,0,2,441,214500
6402,5,5,1920,1950,1192,1,0,3,1,6,0,1,189,78000
10624,5,4,1964,1964,1728,2,0,6,2,10,0,1,352,119000
8176,5,6,1958,1992,1056,1,0,3,1,6,0,1,308,139000
10655,8,5,2003,2004,1629,2,0,3,1,7,1,3,880,284000
8198,7,5,2004,2004,1358,2,0,2,1,6,1,2,484,207000
9042,6,5,1998,1998,1638,2,1,3,1,7,2,2,472,192000
164660,5,6,1965,1965,1786,2,0,3,1,7,2,2,529,228950
14157,9,5,2005,2006,1922,2,0,3,1,8,1,3,676,377426
9135,7,5,2002,2003,1536,2,0,3,1,7,0,2,532,214000
14145,7,7,1984,1998,1621,2,0,3,1,8,0,2,440,202500
12400,6,7,1958,1998,1215,1,0,3,1,6,0,1,297,155000
14191,8,5,2002,2002,1908,2,1,4,1,9,0,2,431,202900
8400,4,4,1950,1950,841,1,0,2,1,4,0,1,294,82000
8544,3,4,1949,1950,1040,2,0,2,2,6,0,2,400,87500
8849,9,5,2005,2005,1684,2,0,2,1,6,1,2,564,266000
2592,5,3,1976,1976,1112,1,1,3,1,4,0,1,336,85000
6435,6,5,1939,1950,1577,1,0,3,1,6,1,1,312,140200
12772,6,8,1960,1998,958,1,0,2,1,5,0,1,301,151500
17600,6,5,1960,1960,1478,2,0,3,1,6,2,2,498,157500
2448,7,5,2003,2004,1626,2,1,2,1,6,0,2,474,154000
20431,9,5,2005,2006,2728,2,1,4,1,10,2,3,706,437154
7820,9,5,2007,2007,1869,2,0,2,1,6,1,2,617,318061
5271,7,5,1986,1986,1453,1,1,2,1,6,1,2,445,190000
9084,5,6,1941,1950,1111,1,0,3,1,5,0,1,200,95000
8520,6,8,1928,2003,720,1,0,2,1,5,0,2,484,105900
8400,6,5,1940,2000,1595,1,0,2,1,6,2,1,240,140000
11249,6,5,1995,1995,1200,2,0,3,1,6,0,2,521,177500
9248,6,6,1992,1992,1167,2,0,3,1,6,0,2,400,173000
4224,5,5,1976,1976,1142,1,1,3,1,6,1,2,528,134000
6930,5,4,1958,1958,1352,1,0,3,1,6,0,1,288,130000
12011,8,5,1998,1998,1924,2,1,3,1,7,1,2,592,280000
7540,6,6,1978,1978,912,1,0,2,1,5,1,2,470,156000
9144,5,5,1940,1982,1505,1,0,3,1,8,0,1,240,145000
7301,7,5,2003,2003,1922,3,0,4,1,7,1,2,672,198500
1680,6,8,1972,2007,987,1,1,2,1,5,0,1,264,118000
18800,6,5,1976,1976,1574,2,1,3,1,6,1,2,566,190000
10690,5,7,1920,1997,1344,1,0,3,1,6,0,1,468,147000
9500,6,5,1963,1963,1394,1,1,3,1,6,2,2,514,159000
9150,6,5,1962,1962,1431,1,0,3,1,6,1,1,296,165000
7800,5,6,1954,1954,1268,1,0,2,1,7,1,1,244,132000
9830,5,7,1959,2006,1287,1,0,3,1,7,1,2,576,162000
8121,6,5,2000,2000,1664,2,1,3,1,7,1,2,460,172400
17120,4,4,1959,1959,1588,2,0,4,1,7,1,2,680,134432
7175,6,5,1984,1984,752,1,0,2,1,4,0,1,264,125000
10634,5,6,1953,1953,1319,1,0,3,1,5,0,1,270,123000
8200,7,5,2003,2004,1928,2,1,4,1,8,1,2,434,219500
10020,1,1,1922,1950,904,0,1,1,1,4,0,0,0,61000
8846,5,5,1996,1996,914,1,0,2,1,5,0,2,576,148000
11143,8,5,2004,2005,2466,3,0,4,1,8,1,2,610,340000
11394,9,2,2010,2010,1856,1,1,1,1,8,1,3,834,394432
8123,6,5,2000,2000,1800,2,1,3,1,7,1,2,463,179000
5000,5,6,1924,1950,1691,2,0,3,1,6,1,1,308,127000
7200,7,5,2006,2006,1301,2,0,2,1,5,1,2,572,187750
9245,7,5,2006,2006,1797,2,1,3,1,8,0,2,639,213500
9000,6,3,1928,1950,784,1,0,2,1,5,0,2,360,76000
53107,6,5,1992,1992,1953,2,1,3,1,9,2,2,501,240000
3182,8,5,2004,2005,1269,2,0,2,1,6,1,2,430,192000
8410,5,3,1910,1996,1184,1,0,5,1,8,0,0,0,81000
7200,6,6,1976,1976,1125,1,0,3,1,6,1,1,352,125000
9382,7,5,1999,2000,1479,2,0,3,1,6,0,2,577,191000
12474,10,5,2007,2008,2332,2,1,3,1,9,1,3,846,426000
8405,5,8,1900,1950,1367,1,0,4,1,7,0,1,384,119000
12209,6,5,2001,2002,1961,2,1,3,1,7,1,2,560,215000
8339,5,7,1959,1959,882,1,0,3,1,5,0,1,294,106500
7446,4,5,1941,1950,788,1,0,2,1,4,2,0,0,100000
10134,5,6,1940,1950,1034,1,0,2,1,5,0,1,240,109000
